Record_ID,Person_ID,Date,Day_of_Week,Is_Weekend,Sleep_Start_DateTime,Wake_DateTime,Sleep_Onset_Latency_Minutes,Number_of_Awakenings,Sleep_Efficiency,Sleep_Duration_Hours,Bedtime_Hour,Wake_Time_Hour,Sleep_Midpoint_Hour,Cross_Midnight_Flag,Daytime_Sleep_Flag,Sleep_Quality_Score,Sleep_Quality_Category
R001438,P0048,2026-02-01,Sunday,True,2026-02-01 00:25,2026-02-01 06:39,7,1,83.4,6.23,0.43,6.65,3.53,False,False,5,Average
R001439,P0048,2026-02-02,Monday,False,2026-02-02 22:51,2026-02-03 04:51,15,1,93.2,6.0,22.86,4.85,1.85,True,False,5,Average
R001440,P0048,2026-02-03,Tuesday,False,2026-02-03 22:58,2026-02-04 04:41,11,2,84.7,5.72,22.97,4.68,1.82,True,False,7,Good
R001441,P0049,2026-01-05,Monday,False,2026-01-05 22:37,2026-01-06 04:54,15,0,97.8,6.28,22.63,4.9,1.75,True,False,6,Average
R001442,P0049,2026-01-06,Tuesday,False,2026-01-06 23:05,2026-01-07 04:57,23,1,89.7,5.87,23.09,4.95,2.02,True,False,8,Good
R001443,P0049,2026-01-07,Wednesday,False,2026-01-07 22:56,2026-01-08 04:43,0,0,88.2,5.78,22.94,4.72,1.82,True,False,4,Average
R001444,P0049,2026-01-08,Thursday,False,2026-01-08 23:03,2026-01-09 05:04,3,1,98.1,6.02,23.05,5.07,2.05,True,False,10,Good
R001445,P0049,2026-01-09,Friday,False,2026-01-09 21:58,2026-01-10 04:59,21,1,93.6,7.02,21.97,4.98,1.47,True,False,4,Average
R001446,P0049,2026-01-10,Saturday,True,2026-01-10 23:54,2026-01-11 07:01,14,1,92.3,7.12,23.91,7.02,3.45,True,False,7,Good
R001447,P0049,2026-01-11,Sunday,True,2026-01-11 00:00,2026-01-11 07:44,18,3,90.0,7.73,0.01,7.73,3.87,False,False,4,Average
R001448,P0049,2026-01-12,Monday,False,2026-01-12 23:35,2026-01-13 06:06,0,0,93.0,6.52,23.59,6.1,2.83,True,False,5,Average
R001449,P0049,2026-01-13,Tuesday,False,2026-01-13 23:27,2026-01-14 06:19,15,2,85.6,6.87,23.46,6.32,2.88,True,False,6,Average
R001450,P0049,2026-01-14,Wednesday,False,2026-01-14 22:25,2026-01-15 05:04,13,0,90.8,6.65,22.43,5.07,1.73,True,False,7,Good
R001451,P0049,2026-01-15,Thursday,False,2026-01-15 22:32,2026-01-16 05:22,27,0,93.5,6.83,22.54,5.37,1.95,True,False,7,Good
R001452,P0049,2026-01-16,Friday,False,2026-01-16 23:00,2026-01-17 05:28,16,0,98.0,6.47,23.01,5.47,2.23,True,False,7,Good
R001453,P0049,2026-01-17,Saturday,True,2026-01-17 22:44,2026-01-18 04:24,9,3,90.5,5.67,22.74,4.4,1.57,True,False,5,Average
R001454,P0049,2026-01-18,Sunday,True,2026-01-18 01:26,2026-01-18 08:38,18,0,86.8,7.2,1.44,8.63,5.03,False,False,6,Average
R001455,P0049,2026-01-19,Monday,False,2026-01-19 23:03,2026-01-20 06:05,24,0,93.8,7.03,23.06,6.08,2.57,True,False,8,Good
R001456,P0049,2026-01-20,Tuesday,False,2026-01-20 23:48,2026-01-21 06:36,15,5,85.1,6.8,23.8,6.6,3.2,True,False,5,Average
R001457,P0049,2026-01-21,Wednesday,False,2026-01-21 22:42,2026-01-22 05:02,9,4,80.9,6.33,22.71,5.03,1.87,True,False,7,Good
R001458,P0049,2026-01-22,Thursday,False,2026-01-22 21:19,2026-01-23 04:19,16,2,91.1,7.0,21.33,4.32,0.82,True,False,6,Average
R001459,P0049,2026-01-23,Friday,False,2026-01-23 23:45,2026-01-24 07:05,1,3,85.6,7.33,23.77,7.08,3.42,True,False,6,Average
R001460,P0049,2026-01-24,Saturday,True,2026-01-24 23:57,2026-01-25 05:34,12,1,91.4,5.62,23.96,5.57,2.75,True,False,2,Poor
R001461,P0049,2026-01-25,Sunday,True,2026-01-25 22:58,2026-01-26 05:14,10,1,88.7,6.27,22.98,5.23,2.1,True,False,7,Good
R001462,P0049,2026-01-26,Monday,False,2026-01-26 23:41,2026-01-27 06:30,6,1,91.8,6.82,23.69,6.5,3.08,True,False,8,Good
R001463,P0049,2026-01-27,Tuesday,False,2026-01-27 23:45,2026-01-28 06:08,7,0,91.4,6.38,23.76,6.13,2.93,True,False,6,Average
R001464,P0049,2026-01-28,Wednesday,False,2026-01-28 23:17,2026-01-29 05:28,10,1,96.0,6.18,23.29,5.47,2.37,True,False,7,Good
R001465,P0049,2026-01-29,Thursday,False,2026-01-29 22:58,2026-01-30 06:20,16,2,90.3,7.37,22.97,6.33,2.65,True,False,7,Good
R001466,P0049,2026-01-30,Friday,False,2026-01-30 22:59,2026-01-31 05:04,10,0,92.1,6.08,22.98,5.07,2.02,True,False,6,Average
R001467,P0049,2026-01-31,Saturday,True,2026-01-31 01:45,2026-01-31 07:49,11,2,85.0,6.07,1.75,7.82,4.78,False,False,5,Average
R001468,P0049,2026-02-01,Sunday,True,2026-02-01 00:19,2026-02-01 06:52,14,1,85.6,6.55,0.32,6.87,3.58,False,False,7,Good
R001469,P0049,2026-02-02,Monday,False,2026-02-02 22:53,2026-02-03 06:15,9,0,90.1,7.37,22.88,6.25,2.57,True,False,5,Average
R001470,P0049,2026-02-03,Tuesday,False,2026-02-03 22:38,2026-02-04 06:09,14,1,86.3,7.52,22.63,6.15,2.38,True,False,7,Good
R001471,P0050,2026-01-05,Monday,False,2026-01-05 00:15,2026-01-05 06:30,23,4,85.6,6.25,0.26,6.5,3.37,False,False,7,Good
R001472,P0050,2026-01-06,Tuesday,False,2026-01-06 00:33,2026-01-06 06:24,20,1,93.3,5.85,0.56,6.4,3.47,False,False,6,Average
R001473,P0050,2026-01-07,Wednesday,False,2026-01-07 02:51,2026-01-07 08:59,0,0,90.8,6.13,2.86,8.98,5.92,False,False,5,Average
R001474,P0050,2026-01-08,Thursday,False,2026-01-08 00:55,2026-01-08 07:45,15,2,93.0,6.83,0.93,7.75,4.33,False,False,7,Good
R001475,P0050,2026-01-09,Friday,False,2026-01-09 01:01,2026-01-09 08:12,18,1,89.9,7.18,1.02,8.2,4.6,False,False,7,Good
R001476,P0050,2026-01-10,Saturday,True,2026-01-10 02:39,2026-01-10 09:30,27,1,91.4,6.85,2.66,9.5,6.07,False,False,6,Average
R001477,P0050,2026-01-11,Sunday,True,2026-01-11 02:14,2026-01-11 08:50,7,0,98.7,6.6,2.23,8.83,5.53,False,False,6,Average
R001478,P0050,2026-01-12,Monday,False,2026-01-12 23:36,2026-01-13 06:47,15,0,87.0,7.18,23.61,6.78,3.18,True,False,6,Average
R001479,P0050,2026-01-13,Tuesday,False,2026-01-13 01:10,2026-01-13 07:45,15,1,89.5,6.58,1.17,7.75,4.45,False,False,8,Good
R001480,P0050,2026-01-14,Wednesday,False,2026-01-14 01:01,2026-01-14 07:22,6,0,90.7,6.35,1.02,7.37,4.18,False,False,6,Average
R001481,P0050,2026-01-15,Thursday,False,2026-01-15 00:31,2026-01-15 07:12,21,0,96.3,6.68,0.53,7.2,3.85,False,False,7,Good
R001482,P0050,2026-01-16,Friday,False,2026-01-16 00:36,2026-01-16 07:43,17,0,92.5,7.12,0.6,7.72,4.15,False,False,7,Good
R001483,P0050,2026-01-17,Saturday,True,2026-01-17 00:25,2026-01-17 07:47,10,2,88.0,7.37,0.43,7.78,4.1,False,False,6,Average
R001484,P0050,2026-01-18,Sunday,True,2026-01-18 02:34,2026-01-18 08:39,27,0,90.3,6.08,2.57,8.65,5.6,False,False,6,Average
R001485,P0050,2026-01-19,Monday,False,2026-01-19 00:09,2026-01-19 06:45,5,0,92.8,6.6,0.16,6.75,3.45,False,False,7,Good
R001486,P0050,2026-01-20,Tuesday,False,2026-01-20 00:01,2026-01-20 06:37,24,1,86.4,6.6,0.02,6.62,3.32,False,False,4,Average
R001487,P0050,2026-01-21,Wednesday,False,2026-01-21 00:44,2026-01-21 06:46,1,2,83.0,6.03,0.74,6.77,3.75,False,False,6,Average
R001488,P0050,2026-01-22,Thursday,False,2026-01-22 01:21,2026-01-22 08:26,14,0,93.3,7.08,1.36,8.43,4.88,False,False,6,Average
R001489,P0050,2026-01-23,Friday,False,2026-01-23 01:43,2026-01-23 07:59,10,1,87.3,6.27,1.73,7.98,4.85,False,False,5,Average
R001490,P0050,2026-01-24,Saturday,True,2026-01-24 23:48,2026-01-25 06:15,19,2,92.4,6.45,23.81,6.25,3.02,True,False,7,Good
R001491,P0050,2026-01-25,Sunday,True,2026-01-25 01:32,2026-01-25 06:16,0,3,88.9,4.73,1.54,6.27,3.9,False,False,5,Average
R001492,P0050,2026-01-26,Monday,False,2026-01-26 00:09,2026-01-26 06:20,18,2,92.7,6.18,0.15,6.33,3.23,False,False,7,Good
R001493,P0050,2026-01-27,Tuesday,False,2026-01-27 00:01,2026-01-27 07:12,18,0,95.4,7.18,0.03,7.2,3.6,False,False,6,Average
R001494,P0050,2026-01-28,Wednesday,False,2026-01-28 01:05,2026-01-28 08:01,19,3,92.3,6.93,1.1,8.02,4.55,False,False,7,Good
R001495,P0050,2026-01-29,Thursday,False,2026-01-29 00:09,2026-01-29 06:51,18,0,94.7,6.7,0.15,6.85,3.5,False,False,6,Average
R001496,P0050,2026-01-30,Friday,False,2026-01-30 00:24,2026-01-30 07:13,0,2,85.0,6.82,0.4,7.22,3.8,False,False,6,Average
R001497,P0050,2026-01-31,Saturday,True,2026-01-31 02:22,2026-01-31 09:35,13,3,83.8,7.22,2.38,9.58,5.97,False,False,7,Good
R001498,P0050,2026-02-01,Sunday,True,2026-02-01 02:29,2026-02-01 10:00,6,1,88.6,7.52,2.49,10.0,6.23,False,False,6,Average
R001499,P0050,2026-02-02,Monday,False,2026-02-02 23:42,2026-02-03 06:44,0,0,91.9,7.03,23.7,6.73,3.22,True,False,7,Good
R001500,P0050,2026-02-03,Tuesday,False,2026-02-03 02:01,2026-02-03 08:41,9,4,83.9,6.67,2.03,8.68,5.35,False,False,7,Good
R001501,P0051,2026-01-05,Monday,False,2026-01-05 23:40,2026-01-06 05:13,20,2,84.4,5.55,23.68,5.22,2.43,True,False,5,Average
R001502,P0051,2026-01-06,Tuesday,False,2026-01-06 23:41,2026-01-07 05:59,21,0,88.9,6.3,23.69,5.98,2.83,True,False,8,Good
R001503,P0051,2026-01-07,Wednesday,False,2026-01-07 23:33,2026-01-08 05:02,10,1,89.7,5.48,23.56,5.03,2.28,True,False,6,Average
R001504,P0051,2026-01-08,Thursday,False,2026-01-08 23:38,2026-01-09 07:28,9,2,90.6,7.83,23.64,7.47,3.55,True,False,7,Good
R001505,P0051,2026-01-09,Friday,False,2026-01-09 00:08,2026-01-09 05:46,17,3,90.1,5.63,0.13,5.77,2.95,False,False,7,Good
R001506,P0051,2026-01-10,Saturday,True,2026-01-10 00:01,2026-01-10 05:44,28,2,86.4,5.72,0.03,5.73,2.87,False,False,5,Average
R001507,P0051,2026-01-11,Sunday,True,2026-01-11 00:23,2026-01-11 07:49,29,0,96.6,7.43,0.4,7.82,4.1,False,False,7,Good
R001508,P0051,2026-01-12,Monday,False,2026-01-12 00:24,2026-01-12 05:59,16,2,89.2,5.58,0.41,5.98,3.18,False,False,6,Average
R001509,P0051,2026-01-13,Tuesday,False,2026-01-13 00:46,2026-01-13 06:59,7,1,88.2,6.22,0.77,6.98,3.87,False,False,6,Average
R001510,P0051,2026-01-14,Wednesday,False,2026-01-14 00:23,2026-01-14 06:33,20,0,92.1,6.17,0.4,6.55,3.47,False,False,7,Good
R001511,P0051,2026-01-15,Thursday,False,2026-01-15 23:51,2026-01-16 08:00,15,1,96.2,8.15,23.86,8.0,3.92,True,False,6,Average
R001512,P0051,2026-01-16,Friday,False,2026-01-16 00:24,2026-01-16 07:20,11,1,88.8,6.93,0.4,7.33,3.87,False,False,7,Good
R001513,P0051,2026-01-17,Saturday,True,2026-01-17 23:45,2026-01-18 06:47,3,1,95.4,7.03,23.76,6.78,3.27,True,False,9,Good
R001514,P0051,2026-01-18,Sunday,True,2026-01-18 01:03,2026-01-18 08:17,34,1,92.9,7.23,1.06,8.28,4.67,False,False,8,Good
R001515,P0051,2026-01-19,Monday,False,2026-01-19 00:51,2026-01-19 07:57,18,1,89.6,7.1,0.86,7.95,4.4,False,False,6,Average
R001516,P0051,2026-01-20,Tuesday,False,2026-01-20 23:21,2026-01-21 05:51,11,1,91.7,6.5,23.36,5.85,2.6,True,False,6,Average
R001517,P0051,2026-01-21,Wednesday,False,2026-01-21 00:16,2026-01-21 06:38,30,1,89.5,6.37,0.28,6.63,3.45,False,False,6,Average
R001518,P0051,2026-01-22,Thursday,False,2026-01-22 23:48,2026-01-23 07:38,21,4,89.1,7.83,23.8,7.63,3.72,True,False,6,Average
R001519,P0051,2026-01-23,Friday,False,2026-01-23 23:41,2026-01-24 06:01,19,0,94.9,6.33,23.69,6.02,2.85,True,False,8,Good
R001520,P0051,2026-01-24,Saturday,True,2026-01-24 00:26,2026-01-24 06:49,22,2,90.1,6.38,0.44,6.82,3.62,False,False,6,Average
R001521,P0051,2026-01-25,Sunday,True,2026-01-25 01:17,2026-01-25 08:36,20,3,89.4,7.32,1.28,8.6,4.93,False,False,5,Average
R001522,P0051,2026-01-26,Monday,False,2026-01-26 00:30,2026-01-26 05:34,0,2,86.4,5.07,0.5,5.57,3.03,False,False,7,Good
R001523,P0051,2026-01-27,Tuesday,False,2026-01-27 23:51,2026-01-28 06:28,13,0,95.8,6.62,23.86,6.47,3.15,True,False,6,Average
R001524,P0051,2026-01-28,Wednesday,False,2026-01-28 23:38,2026-01-29 07:48,21,0,88.1,8.17,23.64,7.8,3.72,True,False,7,Good
R001525,P0051,2026-01-29,Thursday,False,2026-01-29 00:55,2026-01-29 07:58,22,1,94.1,7.05,0.92,7.97,4.43,False,False,5,Average
R001526,P0051,2026-01-30,Friday,False,2026-01-30 00:16,2026-01-30 08:46,12,2,90.2,8.5,0.27,8.77,4.52,False,False,6,Average
R001527,P0051,2026-01-31,Saturday,True,2026-01-31 23:23,2026-02-01 05:33,24,2,83.9,6.17,23.39,5.55,2.47,True,False,6,Average
R001528,P0051,2026-02-01,Sunday,True,2026-02-01 01:47,2026-02-01 08:40,7,1,90.3,6.88,1.79,8.67,5.22,False,False,6,Average
R001529,P0051,2026-02-02,Monday,False,2026-02-02 23:40,2026-02-03 07:34,14,1,95.2,7.9,23.68,7.57,3.62,True,False,7,Good
R001530,P0051,2026-02-03,Tuesday,False,2026-02-03 00:31,2026-02-03 05:54,0,0,95.5,5.38,0.52,5.9,3.2,False,False,6,Average
R001531,P0052,2026-01-05,Monday,False,2026-01-05 22:10,2026-01-06 03:01,11,1,95.1,4.85,22.17,3.02,0.58,True,False,5,Average
R001532,P0052,2026-01-06,Tuesday,False,2026-01-06 22:20,2026-01-07 05:34,28,1,90.2,7.23,22.34,5.57,1.95,True,False,5,Average
R001533,P0052,2026-01-07,Wednesday,False,2026-01-07 21:37,2026-01-08 05:31,11,0,93.6,7.9,21.63,5.52,1.57,True,False,7,Good
R001534,P0052,2026-01-08,Thursday,False,2026-01-08 22:51,2026-01-09 06:54,7,0,92.6,8.05,22.85,6.9,2.87,True,False,10,Good
R001535,P0052,2026-01-09,Friday,False,2026-01-09 22:26,2026-01-10 06:05,21,1,95.7,7.65,22.44,6.08,2.25,True,False,9,Good
R001536,P0052,2026-01-10,Saturday,True,2026-01-10 23:16,2026-01-11 07:36,25,2,90.2,8.33,23.27,7.6,3.43,True,False,8,Good
R001537,P0052,2026-01-11,Sunday,True,2026-01-11 23:27,2026-01-12 07:41,23,1,92.3,8.23,23.46,7.68,3.57,True,False,7,Good
R001538,P0052,2026-01-12,Monday,False,2026-01-12 21:59,2026-01-13 06:12,11,0,88.4,8.22,21.99,6.2,2.08,True,False,7,Good
R001539,P0052,2026-01-13,Tuesday,False,2026-01-13 22:09,2026-01-14 06:07,19,2,97.1,7.97,22.15,6.12,2.13,True,False,7,Good
R001540,P0052,2026-01-14,Wednesday,False,2026-01-14 22:00,2026-01-15 05:46,21,1,95.8,7.77,22.0,5.77,1.88,True,False,7,Good
R001541,P0052,2026-01-15,Thursday,False,2026-01-15 22:12,2026-01-16 06:41,8,1,91.5,8.48,22.21,6.68,2.43,True,False,7,Good
R001542,P0052,2026-01-16,Friday,False,2026-01-16 23:51,2026-01-17 08:15,28,1,94.5,8.4,23.86,8.25,4.05,True,False,5,Average
R001543,P0052,2026-01-17,Saturday,True,2026-01-17 22:31,2026-01-18 06:28,27,0,86.4,7.95,22.52,6.47,2.48,True,False,7,Good
R001544,P0052,2026-01-18,Sunday,True,2026-01-18 23:49,2026-01-19 07:46,13,0,89.5,7.95,23.83,7.77,3.78,True,False,6,Average
R001545,P0052,2026-01-19,Monday,False,2026-01-19 23:34,2026-01-20 07:49,9,1,96.3,8.25,23.58,7.82,3.68,True,False,7,Good
R001546,P0052,2026-01-20,Tuesday,False,2026-01-20 21:42,2026-01-21 05:20,24,1,88.5,7.63,21.71,5.33,1.52,True,False,7,Good
R001547,P0052,2026-01-21,Wednesday,False,2026-01-21 22:56,2026-01-22 06:06,10,1,97.7,7.17,22.94,6.1,2.52,True,False,8,Good
R001548,P0052,2026-01-22,Thursday,False,2026-01-22 21:05,2026-01-23 05:00,27,4,90.0,7.92,21.09,5.0,1.03,True,False,7,Good
R001549,P0052,2026-01-23,Friday,False,2026-01-23 22:00,2026-01-24 06:15,26,1,92.3,8.25,22.02,6.25,2.12,True,False,6,Average
R001550,P0052,2026-01-24,Saturday,True,2026-01-24 23:32,2026-01-25 07:21,16,2,90.9,7.82,23.54,7.35,3.43,True,False,6,Average
R001551,P0052,2026-01-25,Sunday,True,2026-01-25 22:58,2026-01-26 07:03,17,3,80.7,8.08,22.97,7.05,3.0,True,False,2,Poor
R001552,P0052,2026-01-26,Monday,False,2026-01-26 22:50,2026-01-27 07:01,20,0,100.0,8.18,22.84,7.02,2.92,True,False,5,Average
R001553,P0052,2026-01-27,Tuesday,False,2026-01-27 22:30,2026-01-28 05:46,15,2,92.4,7.27,22.51,5.77,2.13,True,False,6,Average
R001554,P0052,2026-01-28,Wednesday,False,2026-01-28 22:33,2026-01-29 05:30,28,0,93.1,6.95,22.56,5.5,2.02,True,False,6,Average
R001555,P0052,2026-01-29,Thursday,False,2026-01-29 22:55,2026-01-30 07:03,19,4,89.5,8.13,22.93,7.05,2.98,True,False,6,Average
R001556,P0052,2026-01-30,Friday,False,2026-01-30 23:01,2026-01-31 06:30,11,1,89.7,7.48,23.02,6.5,2.75,True,False,5,Average
R001557,P0052,2026-01-31,Saturday,True,2026-01-31 00:27,2026-01-31 08:08,16,2,90.0,7.68,0.46,8.13,4.28,False,False,5,Average
R001558,P0052,2026-02-01,Sunday,True,2026-02-01 22:23,2026-02-02 06:39,2,0,87.9,8.27,22.39,6.65,2.52,True,False,6,Average
R001559,P0052,2026-02-02,Monday,False,2026-02-02 22:32,2026-02-03 06:29,19,3,90.9,7.95,22.54,6.48,2.5,True,False,4,Average
R001560,P0052,2026-02-03,Tuesday,False,2026-02-03 22:50,2026-02-04 07:05,25,1,92.2,8.25,22.84,7.08,2.95,True,False,7,Good
R001561,P0053,2026-01-05,Monday,False,2026-01-05 22:31,2026-01-06 05:09,22,1,93.9,6.63,22.52,5.15,1.83,True,False,5,Average
R001562,P0053,2026-01-06,Tuesday,False,2026-01-06 22:20,2026-01-07 05:55,21,1,89.0,7.58,22.34,5.92,2.12,True,False,7,Good
R001563,P0053,2026-01-07,Wednesday,False,2026-01-07 00:04,2026-01-07 06:57,11,5,83.0,6.88,0.08,6.95,3.5,False,False,7,Good
R001564,P0053,2026-01-08,Thursday,False,2026-01-08 00:44,2026-01-08 08:13,13,0,90.4,7.48,0.75,8.22,4.47,False,False,7,Good
R001565,P0053,2026-01-09,Friday,False,2026-01-09 22:52,2026-01-10 05:37,19,0,93.7,6.75,22.87,5.62,2.23,True,False,6,Average
R001566,P0053,2026-01-10,Saturday,True,2026-01-10 23:40,2026-01-11 06:32,13,2,87.2,6.87,23.68,6.53,3.1,True,False,7,Good
R001567,P0053,2026-01-11,Sunday,True,2026-01-11 01:02,2026-01-11 08:48,10,0,95.4,7.77,1.05,8.8,4.92,False,False,7,Good
R001568,P0053,2026-01-12,Monday,False,2026-01-12 22:09,2026-01-13 05:52,3,1,87.7,7.72,22.16,5.87,2.0,True,False,5,Average
R001569,P0053,2026-01-13,Tuesday,False,2026-01-13 23:58,2026-01-14 07:42,19,3,87.7,7.73,23.97,7.7,3.83,True,False,6,Average
R001570,P0053,2026-01-14,Wednesday,False,2026-01-14 22:40,2026-01-15 07:04,11,4,79.9,8.4,22.67,7.07,2.87,True,False,7,Good
R001571,P0053,2026-01-15,Thursday,False,2026-01-15 22:48,2026-01-16 05:31,12,2,84.4,6.72,22.81,5.52,2.15,True,False,7,Good
R001572,P0053,2026-01-16,Friday,False,2026-01-16 22:16,2026-01-17 06:09,20,3,81.8,7.88,22.27,6.15,2.2,True,False,7,Good
R001573,P0053,2026-01-17,Saturday,True,2026-01-17 23:07,2026-01-18 04:19,15,0,88.7,5.2,23.12,4.32,1.72,True,False,8,Good
R001574,P0053,2026-01-18,Sunday,True,2026-01-18 02:12,2026-01-18 09:21,31,2,92.3,7.15,2.21,9.35,5.77,False,False,6,Average
R001575,P0053,2026-01-19,Monday,False,2026-01-19 23:49,2026-01-20 08:04,10,2,92.6,8.25,23.83,8.07,3.93,True,False,8,Good
R001576,P0053,2026-01-20,Tuesday,False,2026-01-20 21:58,2026-01-21 05:31,14,1,94.7,7.55,21.97,5.52,1.73,True,False,7,Good
R001577,P0053,2026-01-21,Wednesday,False,2026-01-21 22:15,2026-01-22 05:43,19,2,89.0,7.47,22.26,5.72,1.98,True,False,8,Good
R001578,P0053,2026-01-22,Thursday,False,2026-01-22 23:48,2026-01-23 06:48,12,0,94.9,7.0,23.82,6.8,3.3,True,False,6,Average
R001579,P0053,2026-01-23,Friday,False,2026-01-23 22:56,2026-01-24 06:16,14,1,89.2,7.33,22.94,6.27,2.6,True,False,6,Average
R001580,P0053,2026-01-24,Saturday,True,2026-01-24 22:14,2026-01-25 05:36,9,0,91.6,7.37,22.24,5.6,1.92,True,False,9,Good
R001581,P0053,2026-01-25,Sunday,True,2026-01-25 21:26,2026-01-26 05:32,21,3,84.4,8.1,21.43,5.53,1.48,True,False,5,Average
R001582,P0053,2026-01-26,Monday,False,2026-01-26 00:19,2026-01-26 07:21,2,0,96.3,7.03,0.33,7.35,3.83,False,False,8,Good
R001583,P0053,2026-01-27,Tuesday,False,2026-01-27 22:21,2026-01-28 05:09,8,1,88.4,6.8,22.36,5.15,1.75,True,False,8,Good
R001584,P0053,2026-01-28,Wednesday,False,2026-01-28 00:41,2026-01-28 08:20,6,2,92.2,7.65,0.7,8.33,4.5,False,False,6,Average
R001585,P0053,2026-01-29,Thursday,False,2026-01-29 22:53,2026-01-30 06:49,7,1,87.5,7.93,22.89,6.82,2.85,True,False,7,Good
R001586,P0053,2026-01-30,Friday,False,2026-01-30 23:20,2026-01-31 07:16,31,1,95.9,7.93,23.34,7.27,3.3,True,False,8,Good
R001587,P0053,2026-01-31,Saturday,True,2026-01-31 02:27,2026-01-31 10:15,20,1,94.5,7.8,2.46,10.25,6.35,False,False,6,Average
R001588,P0053,2026-02-01,Sunday,True,2026-02-01 00:36,2026-02-01 08:04,17,3,89.0,7.47,0.61,8.07,4.33,False,False,8,Good
R001589,P0053,2026-02-02,Monday,False,2026-02-02 23:23,2026-02-03 07:29,20,3,87.0,8.1,23.39,7.48,3.43,True,False,6,Average
R001590,P0053,2026-02-03,Tuesday,False,2026-02-03 23:30,2026-02-04 06:41,14,1,92.1,7.18,23.51,6.68,3.08,True,False,4,Average
R001591,P0054,2026-01-05,Monday,False,2026-01-05 22:51,2026-01-06 05:42,15,1,87.2,6.85,22.85,5.7,2.27,True,False,8,Good
R001592,P0054,2026-01-06,Tuesday,False,2026-01-06 23:38,2026-01-07 05:19,14,2,92.0,5.68,23.65,5.32,2.47,True,False,5,Average
R001593,P0054,2026-01-07,Wednesday,False,2026-01-07 21:18,2026-01-08 02:46,16,2,83.1,5.47,21.31,2.77,0.03,True,False,7,Good
R001594,P0054,2026-01-08,Thursday,False,2026-01-08 22:50,2026-01-09 05:06,5,0,86.9,6.27,22.85,5.1,1.97,True,False,7,Good
R001595,P0054,2026-01-09,Friday,False,2026-01-09 22:37,2026-01-10 05:29,22,1,97.7,6.87,22.63,5.48,2.05,True,False,5,Average
R001596,P0054,2026-01-10,Saturday,True,2026-01-10 00:30,2026-01-10 07:25,8,2,86.0,6.92,0.51,7.42,3.95,False,False,9,Good
R001597,P0054,2026-01-11,Sunday,True,2026-01-11 23:54,2026-01-12 05:36,19,2,90.2,5.7,23.9,5.6,2.75,True,False,7,Good
R001598,P0054,2026-01-12,Monday,False,2026-01-12 21:46,2026-01-13 04:22,5,3,85.7,6.6,21.77,4.37,1.07,True,False,7,Good
R001599,P0054,2026-01-13,Tuesday,False,2026-01-13 22:40,2026-01-14 04:53,19,2,82.1,6.22,22.67,4.88,1.77,True,False,8,Good
R001600,P0054,2026-01-14,Wednesday,False,2026-01-14 23:13,2026-01-15 05:42,10,2,84.4,6.48,23.22,5.7,2.45,True,False,10,Good
R001601,P0054,2026-01-15,Thursday,False,2026-01-15 21:55,2026-01-16 03:35,9,0,92.6,5.67,21.92,3.58,0.75,True,False,7,Good
R001602,P0054,2026-01-16,Friday,False,2026-01-16 22:02,2026-01-17 04:41,25,3,89.0,6.65,22.05,4.68,1.35,True,False,7,Good
R001603,P0054,2026-01-17,Saturday,True,2026-01-17 23:33,2026-01-18 05:26,30,0,87.9,5.88,23.57,5.43,2.48,True,False,8,Good
R001604,P0054,2026-01-18,Sunday,True,2026-01-18 22:22,2026-01-19 04:21,7,1,93.4,5.98,22.37,4.35,1.35,True,False,7,Good
R001605,P0054,2026-01-19,Monday,False,2026-01-19 21:57,2026-01-20 04:27,23,1,89.4,6.5,21.95,4.45,1.2,True,False,8,Good
R001606,P0054,2026-01-20,Tuesday,False,2026-01-20 22:45,2026-01-21 04:22,11,2,94.2,5.62,22.75,4.37,1.55,True,False,7,Good
R001607,P0054,2026-01-21,Wednesday,False,2026-01-21 22:27,2026-01-22 05:24,16,2,93.3,6.95,22.46,5.4,1.92,True,False,6,Average
R001608,P0054,2026-01-22,Thursday,False,2026-01-22 23:13,2026-01-23 05:06,10,2,94.4,5.88,23.23,5.1,2.15,True,False,3,Poor
R001609,P0054,2026-01-23,Friday,False,2026-01-23 23:27,2026-01-24 05:27,6,0,94.7,6.0,23.46,5.45,2.45,True,False,6,Average
R001610,P0054,2026-01-24,Saturday,True,2026-01-24 00:27,2026-01-24 07:08,13,4,81.7,6.68,0.45,7.13,3.78,False,False,6,Average
R001611,P0054,2026-01-25,Sunday,True,2026-01-25 00:57,2026-01-25 06:54,23,0,85.9,5.95,0.96,6.9,3.92,False,False,9,Good
R001612,P0054,2026-01-26,Monday,False,2026-01-26 22:22,2026-01-27 04:28,19,1,90.8,6.1,22.37,4.47,1.42,True,False,7,Good
R001613,P0054,2026-01-27,Tuesday,False,2026-01-27 23:09,2026-01-28 06:14,25,0,96.3,7.08,23.16,6.23,2.68,True,False,6,Average
R001614,P0054,2026-01-28,Wednesday,False,2026-01-28 21:52,2026-01-29 04:16,15,2,83.8,6.4,21.87,4.27,1.07,True,False,7,Good
R001615,P0054,2026-01-29,Thursday,False,2026-01-29 23:22,2026-01-30 06:15,4,3,83.1,6.88,23.37,6.25,2.8,True,False,7,Good
R001616,P0054,2026-01-30,Friday,False,2026-01-30 22:33,2026-01-31 04:42,16,0,89.0,6.15,22.56,4.7,1.62,True,False,9,Good
