Env_ID,Location_ID,Date,Temperature_C,Humidity_Percent,Daylight_Hours,Season,Air_Quality_Index,Environmental_Noise_dB
EN000345,L0012,2026-01-19,14.2,36.1,10.65,Winter,94.1,65.4
EN000346,L0012,2026-01-20,15.4,17.8,10.66,Winter,85.6,57.2
EN000347,L0012,2026-01-21,10.1,35.6,10.68,Winter,107.5,52.6
EN000348,L0012,2026-01-22,13.9,29.5,10.69,Winter,80.6,65.4
EN000349,L0012,2026-01-23,12.3,37.8,10.71,Winter,63.8,67.3
EN000350,L0012,2026-01-24,14.4,33.9,10.72,Winter,98.1,51.0
EN000351,L0012,2026-01-25,15.4,33.1,10.74,Winter,87.1,55.5
EN000352,L0012,2026-01-26,12.3,39.2,10.75,Winter,93.6,61.3
EN000353,L0012,2026-01-27,13.3,38.1,10.77,Winter,84.1,69.1
EN000354,L0012,2026-01-28,10.6,42.6,10.79,Winter,109.2,53.7
EN000355,L0012,2026-01-29,17.4,41.0,10.81,Winter,103.6,58.1
EN000356,L0012,2026-01-30,13.1,33.7,10.82,Winter,95.5,65.0
EN000357,L0012,2026-01-31,13.8,29.5,10.84,Winter,101.5,62.6
EN000358,L0012,2026-02-01,14.7,39.5,10.86,Winter,86.2,53.4
EN000359,L0012,2026-02-02,12.0,25.2,10.88,Winter,93.3,57.6
EN000360,L0012,2026-02-03,12.8,17.3,10.9,Winter,72.5,63.6
EN000361,L0013,2026-01-05,0.2,74.2,7.78,Winter,28.5,65.2
EN000362,L0013,2026-01-06,1.1,73.7,7.81,Winter,80.6,65.6
EN000363,L0013,2026-01-07,0.8,68.4,7.83,Winter,43.4,60.5
EN000364,L0013,2026-01-08,1.2,69.6,7.86,Winter,68.5,57.4
EN000365,L0013,2026-01-09,5.5,72.5,7.89,Winter,73.0,59.8
EN000366,L0013,2026-01-10,3.1,67.7,7.92,Winter,36.0,60.3
EN000367,L0013,2026-01-11,3.1,72.2,7.95,Winter,30.0,51.2
EN000368,L0013,2026-01-12,-1.3,61.4,7.99,Winter,49.5,63.6
EN000369,L0013,2026-01-13,1.3,58.4,8.02,Winter,45.3,57.2
EN000370,L0013,2026-01-14,5.1,63.3,8.06,Winter,42.5,66.5
EN000371,L0013,2026-01-15,2.1,75.4,8.09,Winter,49.6,59.6
EN000372,L0013,2026-01-16,2.7,67.1,8.13,Winter,60.3,51.1
EN000373,L0013,2026-01-17,1.9,73.1,8.17,Winter,39.4,57.9
EN000374,L0013,2026-01-18,0.2,65.6,8.21,Winter,43.0,52.5
EN000375,L0013,2026-01-19,1.9,65.1,8.25,Winter,58.0,52.1
EN000376,L0013,2026-01-20,0.3,68.3,8.3,Winter,66.6,59.7
EN000377,L0013,2026-01-21,0.9,75.0,8.34,Winter,18.5,57.8
EN000378,L0013,2026-01-22,4.9,72.8,8.39,Winter,49.0,60.7
EN000379,L0013,2026-01-23,2.9,60.0,8.43,Winter,24.4,59.1
EN000380,L0013,2026-01-24,0.0,79.9,8.48,Winter,43.6,48.3
EN000381,L0013,2026-01-25,-1.0,55.5,8.53,Winter,44.7,57.1
EN000382,L0013,2026-01-26,0.6,78.5,8.57,Winter,64.8,57.1
EN000383,L0013,2026-01-27,-2.5,75.7,8.62,Winter,55.8,59.5
EN000384,L0013,2026-01-28,3.1,65.0,8.67,Winter,76.1,53.2
EN000385,L0013,2026-01-29,2.7,61.9,8.73,Winter,35.0,65.6
EN000386,L0013,2026-01-30,0.9,77.0,8.78,Winter,51.3,57.5
EN000387,L0013,2026-01-31,3.9,70.6,8.83,Winter,23.1,54.0
EN000388,L0013,2026-02-01,2.5,74.4,8.88,Winter,26.1,54.4
EN000389,L0013,2026-02-02,0.4,69.8,8.94,Winter,28.7,54.9
EN000390,L0013,2026-02-03,0.2,76.6,8.99,Winter,59.3,57.3
EN000391,L0014,2026-01-05,1.1,72.8,8.2,Winter,36.6,52.3
EN000392,L0014,2026-01-06,0.1,68.2,8.22,Winter,31.7,58.8
EN000393,L0014,2026-01-07,3.1,62.5,8.24,Winter,48.4,56.9
EN000394,L0014,2026-01-08,2.4,71.9,8.27,Winter,27.6,51.7
EN000395,L0014,2026-01-09,1.8,78.2,8.29,Winter,17.0,59.7
EN000396,L0014,2026-01-10,3.9,71.1,8.32,Winter,55.7,54.5
EN000397,L0014,2026-01-11,1.5,62.3,8.35,Winter,15.2,62.7
EN000398,L0014,2026-01-12,-0.1,69.3,8.38,Winter,28.6,51.0
EN000399,L0014,2026-01-13,1.4,67.6,8.41,Winter,53.3,60.3
EN000400,L0014,2026-01-14,2.3,73.4,8.44,Winter,70.1,52.7
EN000401,L0014,2026-01-15,1.6,78.8,8.47,Winter,65.7,50.9
EN000402,L0014,2026-01-16,1.1,80.1,8.51,Winter,55.1,59.0
EN000403,L0014,2026-01-17,1.3,69.7,8.54,Winter,52.0,56.7
EN000404,L0014,2026-01-18,1.6,72.5,8.58,Winter,38.5,60.7
EN000405,L0014,2026-01-19,6.9,61.3,8.62,Winter,52.5,54.2
EN000406,L0014,2026-01-20,2.7,72.3,8.65,Winter,58.7,63.9
EN000407,L0014,2026-01-21,2.0,78.8,8.69,Winter,15.2,66.0
EN000408,L0014,2026-01-22,2.4,78.5,8.73,Winter,30.9,53.8
EN000409,L0014,2026-01-23,2.0,71.9,8.77,Winter,52.0,63.4
EN000410,L0014,2026-01-24,-1.5,77.8,8.82,Winter,48.1,57.0
EN000411,L0014,2026-01-25,-0.9,75.0,8.86,Winter,15.0,61.2
EN000412,L0014,2026-01-26,-1.0,72.3,8.9,Winter,46.3,63.8
EN000413,L0014,2026-01-27,1.4,67.8,8.95,Winter,40.9,64.4
EN000414,L0014,2026-01-28,2.7,69.7,8.99,Winter,44.7,50.2
EN000415,L0014,2026-01-29,2.5,61.4,9.04,Winter,58.5,58.6
EN000416,L0014,2026-01-30,6.1,65.4,9.08,Winter,46.6,67.0
EN000417,L0014,2026-01-31,4.0,67.8,9.13,Winter,51.1,58.0
EN000418,L0014,2026-02-01,2.4,67.8,9.18,Winter,46.7,50.0
EN000419,L0014,2026-02-02,2.1,74.7,9.23,Winter,44.8,49.9
EN000420,L0014,2026-02-03,3.7,74.2,9.28,Winter,37.8,56.6
EN000421,L0015,2026-01-05,-5.3,58.8,7.61,Winter,50.5,64.1
EN000422,L0015,2026-01-06,-3.8,68.8,7.63,Winter,50.5,59.2
EN000423,L0015,2026-01-07,-3.0,70.2,7.66,Winter,50.5,50.1
EN000424,L0015,2026-01-08,-5.2,61.8,7.69,Winter,40.5,60.1
EN000425,L0015,2026-01-09,-3.6,79.2,7.72,Winter,33.7,59.0
EN000426,L0015,2026-01-10,-4.8,62.0,7.75,Winter,60.0,46.4
EN000427,L0015,2026-01-11,-2.4,76.4,7.79,Winter,51.7,59.3
EN000428,L0015,2026-01-12,-1.0,64.0,7.82,Winter,49.9,46.6
EN000429,L0015,2026-01-13,-1.7,64.3,7.86,Winter,43.8,58.6
EN000430,L0015,2026-01-14,-3.9,61.8,7.9,Winter,66.5,51.3
EN000431,L0015,2026-01-15,-1.0,56.6,7.93,Winter,48.7,67.6
EN000432,L0015,2026-01-16,-0.8,65.6,7.97,Winter,44.8,55.4
EN000433,L0015,2026-01-17,-2.7,65.2,8.02,Winter,56.7,57.8
EN000434,L0015,2026-01-18,-3.3,56.3,8.06,Winter,50.8,62.6
EN000435,L0015,2026-01-19,-5.3,63.9,8.1,Winter,46.5,58.6
EN000436,L0015,2026-01-20,-3.6,73.9,8.15,Winter,65.1,51.4
EN000437,L0015,2026-01-21,-1.7,60.4,8.19,Winter,49.9,59.6
EN000438,L0015,2026-01-22,-3.7,70.4,8.24,Winter,47.2,54.9
EN000439,L0015,2026-01-23,-4.0,61.6,8.29,Winter,73.4,61.1
EN000440,L0015,2026-01-24,0.3,78.6,8.34,Winter,43.6,58.4
EN000441,L0015,2026-01-25,-4.9,60.3,8.39,Winter,49.2,52.7
EN000442,L0015,2026-01-26,-4.7,64.1,8.44,Winter,41.0,62.2
EN000443,L0015,2026-01-27,-4.4,81.9,8.49,Winter,51.7,58.4
EN000444,L0015,2026-01-28,-5.0,75.2,8.54,Winter,73.7,59.5
EN000445,L0015,2026-01-29,-5.1,66.3,8.6,Winter,42.3,65.3
EN000446,L0015,2026-01-30,-1.2,65.6,8.65,Winter,23.9,53.1
EN000447,L0015,2026-01-31,-1.4,72.3,8.7,Winter,73.5,50.0
EN000448,L0015,2026-02-01,-2.0,71.1,8.76,Winter,34.8,58.0
EN000449,L0015,2026-02-02,-2.0,63.2,8.82,Winter,32.1,56.4
EN000450,L0015,2026-02-03,-3.1,64.1,8.87,Winter,50.1,55.8
EN000451,L0016,2026-01-05,6.1,57.7,9.23,Winter,50.7,56.0
EN000452,L0016,2026-01-06,6.3,43.5,9.24,Winter,61.7,58.0
EN000453,L0016,2026-01-07,6.1,60.8,9.26,Winter,27.7,48.1
EN000454,L0016,2026-01-08,6.5,55.0,9.28,Winter,57.4,55.7
EN000455,L0016,2026-01-09,7.2,60.6,9.29,Winter,61.8,56.7
EN000456,L0016,2026-01-10,2.2,59.6,9.31,Winter,72.1,61.2
EN000457,L0016,2026-01-11,4.4,59.0,9.33,Winter,67.0,65.8
EN000458,L0016,2026-01-12,4.4,53.6,9.35,Winter,65.5,58.3
EN000459,L0016,2026-01-13,4.0,57.5,9.37,Winter,63.1,58.4
EN000460,L0016,2026-01-14,6.3,53.4,9.4,Winter,75.7,53.5
EN000461,L0016,2026-01-15,4.9,55.1,9.42,Winter,67.3,50.5
EN000462,L0016,2026-01-16,3.6,42.8,9.44,Winter,55.5,52.4
EN000463,L0016,2026-01-17,5.2,59.0,9.47,Winter,46.0,59.2
EN000464,L0016,2026-01-18,5.4,59.0,9.49,Winter,61.7,54.5
EN000465,L0016,2026-01-19,5.6,61.3,9.52,Winter,60.5,51.0
EN000466,L0016,2026-01-20,7.1,48.5,9.55,Winter,74.8,63.1
EN000467,L0016,2026-01-21,6.5,55.9,9.58,Winter,52.1,61.4
EN000468,L0016,2026-01-22,5.3,56.4,9.6,Winter,67.2,55.2
EN000469,L0016,2026-01-23,4.9,47.8,9.63,Winter,40.1,48.9
EN000470,L0016,2026-01-24,7.3,65.9,9.66,Winter,75.0,49.9
EN000471,L0016,2026-01-25,7.3,63.5,9.69,Winter,48.6,58.5
EN000472,L0016,2026-01-26,2.4,56.6,9.72,Winter,40.1,59.0
EN000473,L0016,2026-01-27,3.2,58.3,9.76,Winter,69.3,54.1
EN000474,L0016,2026-01-28,4.0,42.1,9.79,Winter,51.3,55.1
EN000475,L0016,2026-01-29,3.3,57.7,9.82,Winter,48.7,52.6
EN000476,L0016,2026-01-30,5.1,61.4,9.85,Winter,63.4,57.3
EN000477,L0016,2026-01-31,7.3,48.0,9.89,Winter,55.5,58.7
EN000478,L0016,2026-02-01,5.3,57.6,9.92,Winter,44.1,60.5
EN000479,L0016,2026-02-02,7.2,37.5,9.96,Winter,71.7,42.8
EN000480,L0016,2026-02-03,5.1,61.2,9.99,Winter,50.6,50.7
EN000481,L0017,2026-01-05,3.9,61.2,9.07,Winter,28.1,63.6
EN000482,L0017,2026-01-06,5.8,47.8,9.09,Winter,46.8,52.9
EN000483,L0017,2026-01-07,7.4,59.4,9.1,Winter,30.9,56.0
EN000484,L0017,2026-01-08,4.3,62.8,9.12,Winter,36.1,66.0
EN000485,L0017,2026-01-09,5.7,48.0,9.14,Winter,45.5,54.0
EN000486,L0017,2026-01-10,3.5,55.6,9.16,Winter,37.8,47.1
EN000487,L0017,2026-01-11,5.1,44.2,9.18,Winter,44.5,53.5
EN000488,L0017,2026-01-12,4.2,67.0,9.2,Winter,55.8,59.2
EN000489,L0017,2026-01-13,2.5,51.1,9.23,Winter,58.0,52.9
EN000490,L0017,2026-01-14,7.4,47.8,9.25,Winter,51.0,55.1
EN000491,L0017,2026-01-15,6.0,51.2,9.28,Winter,51.2,56.8
EN000492,L0017,2026-01-16,4.4,57.9,9.3,Winter,58.3,57.6
EN000493,L0017,2026-01-17,4.9,59.8,9.33,Winter,51.7,56.5
EN000494,L0017,2026-01-18,5.9,65.2,9.35,Winter,36.2,61.8
EN000495,L0017,2026-01-19,2.3,56.3,9.38,Winter,77.1,60.4
EN000496,L0017,2026-01-20,6.0,51.6,9.41,Winter,55.4,56.7
EN000497,L0017,2026-01-21,4.3,53.3,9.44,Winter,57.8,54.2
EN000498,L0017,2026-01-22,4.3,46.8,9.47,Winter,60.5,60.7
EN000499,L0017,2026-01-23,6.2,60.8,9.5,Winter,56.2,60.0
EN000500,L0017,2026-01-24,6.3,54.5,9.53,Winter,47.6,69.1
EN000501,L0017,2026-01-25,5.0,51.0,9.56,Winter,61.1,59.3
EN000502,L0017,2026-01-26,3.3,61.7,9.6,Winter,53.7,52.4
EN000503,L0017,2026-01-27,8.0,58.8,9.63,Winter,37.3,66.9
EN000504,L0017,2026-01-28,7.0,54.9,9.66,Winter,77.3,58.8
EN000505,L0017,2026-01-29,5.8,51.0,9.7,Winter,63.1,60.4
EN000506,L0017,2026-01-30,5.9,50.3,9.73,Winter,56.8,57.7
EN000507,L0017,2026-01-31,3.5,46.2,9.77,Winter,62.9,45.0
EN000508,L0017,2026-02-01,6.3,52.1,9.81,Winter,73.3,55.5
EN000509,L0017,2026-02-02,7.2,52.6,9.84,Winter,56.6,61.7
EN000510,L0017,2026-02-03,5.2,61.0,9.88,Winter,41.1,59.5
EN000511,L0018,2026-01-05,-8.9,64.0,6.04,Winter,99.8,54.2
EN000512,L0018,2026-01-06,-13.1,54.0,6.08,Winter,82.2,60.5
EN000513,L0018,2026-01-07,-10.5,53.3,6.12,Winter,83.7,51.9
EN000514,L0018,2026-01-08,-8.6,77.1,6.17,Winter,78.1,60.9
EN000515,L0018,2026-01-09,-11.6,49.1,6.22,Winter,64.6,52.5
EN000516,L0018,2026-01-10,-13.4,70.3,6.26,Winter,76.8,59.9
EN000517,L0018,2026-01-11,-11.4,59.0,6.31,Winter,86.5,57.8
EN000518,L0018,2026-01-12,-9.9,58.8,6.37,Winter,68.2,51.0
EN000519,L0018,2026-01-13,-14.4,58.4,6.42,Winter,73.8,51.6
EN000520,L0018,2026-01-14,-10.9,60.3,6.48,Winter,42.8,53.4
EN000521,L0018,2026-01-15,-10.2,62.3,6.53,Winter,56.8,58.8
EN000522,L0018,2026-01-16,-9.1,64.7,6.59,Winter,71.7,55.7
EN000523,L0018,2026-01-17,-12.0,62.8,6.65,Winter,75.7,61.1
EN000524,L0018,2026-01-18,-10.7,64.9,6.72,Winter,74.3,61.9
EN000525,L0018,2026-01-19,-9.3,55.2,6.78,Winter,47.7,65.7
EN000526,L0018,2026-01-20,-10.4,49.7,6.84,Winter,63.0,61.9
EN000527,L0018,2026-01-21,-11.4,56.9,6.91,Winter,92.6,52.8
EN000528,L0018,2026-01-22,-12.3,61.3,6.98,Winter,78.5,60.5
EN000529,L0018,2026-01-23,-9.2,61.2,7.05,Winter,79.9,56.7
EN000530,L0018,2026-01-24,-10.7,60.6,7.12,Winter,76.0,61.9
EN000531,L0018,2026-01-25,-9.8,60.3,7.19,Winter,61.7,58.3
EN000532,L0018,2026-01-26,-10.8,61.2,7.26,Winter,103.9,55.4
EN000533,L0018,2026-01-27,-10.0,66.4,7.33,Winter,74.4,69.7
EN000534,L0018,2026-01-28,-11.4,61.9,7.41,Winter,61.8,56.2
EN000535,L0018,2026-01-29,-10.2,65.1,7.48,Winter,77.5,64.3
EN000536,L0018,2026-01-30,-10.7,58.0,7.56,Winter,110.9,60.0
EN000537,L0018,2026-01-31,-11.8,55.8,7.64,Winter,59.8,62.7
EN000538,L0018,2026-02-01,-11.1,60.8,7.72,Winter,72.1,61.7
EN000539,L0018,2026-02-02,-11.9,53.5,7.79,Winter,76.1,61.0
EN000540,L0018,2026-02-03,-9.7,55.1,7.87,Winter,82.5,54.3
EN000541,L0019,2026-01-05,-11.6,54.3,5.86,Winter,91.2,61.2
EN000542,L0019,2026-01-06,-9.6,67.5,5.9,Winter,112.4,49.5
EN000543,L0019,2026-01-07,-12.1,56.3,5.95,Winter,61.1,52.6
EN000544,L0019,2026-01-08,-11.3,52.7,5.99,Winter,77.7,58.3
EN000545,L0019,2026-01-09,-10.0,63.0,6.04,Winter,81.4,56.1
EN000546,L0019,2026-01-10,-7.1,61.4,6.09,Winter,46.9,53.0
EN000547,L0019,2026-01-11,-14.0,60.1,6.15,Winter,71.3,55.7
EN000548,L0019,2026-01-12,-7.3,63.3,6.2,Winter,83.2,53.3
EN000549,L0019,2026-01-13,-12.7,60.2,6.26,Winter,75.4,48.7
EN000550,L0019,2026-01-14,-11.3,60.1,6.31,Winter,70.0,53.9
EN000551,L0019,2026-01-15,-11.9,58.9,6.37,Winter,74.3,61.0
EN000552,L0019,2026-01-16,-9.0,58.2,6.44,Winter,66.6,60.2
EN000553,L0019,2026-01-17,-9.9,57.4,6.5,Winter,84.1,62.9
EN000554,L0019,2026-01-18,-8.7,70.7,6.56,Winter,60.9,58.1
EN000555,L0019,2026-01-19,-11.0,59.4,6.63,Winter,63.9,50.6
EN000556,L0019,2026-01-20,-10.8,55.4,6.7,Winter,74.2,54.0
EN000557,L0019,2026-01-21,-12.9,61.4,6.77,Winter,75.1,60.9
EN000558,L0019,2026-01-22,-7.0,61.7,6.84,Winter,79.8,52.6
EN000559,L0019,2026-01-23,-13.2,69.5,6.91,Winter,60.1,52.8
EN000560,L0019,2026-01-24,-11.0,59.5,6.98,Winter,60.4,56.5
EN000561,L0019,2026-01-25,-8.7,55.2,7.06,Winter,53.5,62.7
EN000562,L0019,2026-01-26,-10.0,56.3,7.13,Winter,50.8,54.3
EN000563,L0019,2026-01-27,-10.9,67.0,7.21,Winter,58.5,57.6
EN000564,L0019,2026-01-28,-9.5,45.7,7.28,Winter,87.5,52.1
EN000565,L0019,2026-01-29,-10.1,61.5,7.36,Winter,88.2,60.8
EN000566,L0019,2026-01-30,-14.9,55.3,7.44,Winter,74.9,57.0
EN000567,L0019,2026-01-31,-9.8,64.7,7.52,Winter,81.5,56.9
EN000568,L0019,2026-02-01,-13.9,57.3,7.6,Winter,78.8,52.5
EN000569,L0019,2026-02-02,-9.4,65.5,7.68,Winter,74.8,42.7
EN000570,L0019,2026-02-03,-12.7,71.3,7.76,Winter,65.3,48.1
EN000571,L0020,2026-01-05,-7.3,60.1,7.66,Winter,88.5,59.4
EN000572,L0020,2026-01-06,-8.7,62.2,7.68,Winter,82.8,69.4
EN000573,L0020,2026-01-07,-7.9,50.5,7.71,Winter,79.3,63.7
EN000574,L0020,2026-01-08,-7.5,57.4,7.74,Winter,89.3,62.6
EN000575,L0020,2026-01-09,-5.1,55.5,7.77,Winter,65.9,56.5
EN000576,L0020,2026-01-10,-10.6,54.7,7.8,Winter,34.3,55.8
EN000577,L0020,2026-01-11,-9.1,57.0,7.84,Winter,100.1,58.1
EN000578,L0020,2026-01-12,-7.4,61.6,7.87,Winter,84.6,59.4
EN000579,L0020,2026-01-13,-7.3,60.3,7.91,Winter,79.9,59.8
EN000580,L0020,2026-01-14,-10.3,62.4,7.94,Winter,104.3,56.6
EN000581,L0020,2026-01-15,-9.1,67.5,7.98,Winter,89.0,58.1
EN000582,L0020,2026-01-16,-14.1,63.1,8.02,Winter,41.9,65.3
EN000583,L0020,2026-01-17,-9.5,66.0,8.06,Winter,60.4,50.2
EN000584,L0020,2026-01-18,-9.4,59.8,8.1,Winter,66.1,58.4
EN000585,L0020,2026-01-19,-4.8,65.0,8.15,Winter,87.7,62.2
EN000586,L0020,2026-01-20,-7.2,58.9,8.19,Winter,44.2,57.1
EN000587,L0020,2026-01-21,-8.3,54.2,8.24,Winter,70.5,54.5
EN000588,L0020,2026-01-22,-7.1,64.5,8.28,Winter,82.1,61.1
EN000589,L0020,2026-01-23,-9.8,61.2,8.33,Winter,56.4,47.1
EN000590,L0020,2026-01-24,-9.5,61.9,8.38,Winter,89.9,65.9
EN000591,L0020,2026-01-25,-6.9,54.0,8.43,Winter,68.1,60.4
EN000592,L0020,2026-01-26,-5.1,68.9,8.48,Winter,88.7,56.1
EN000593,L0020,2026-01-27,-11.2,64.7,8.53,Winter,57.6,56.8
EN000594,L0020,2026-01-28,-9.8,69.6,8.58,Winter,68.0,45.8
EN000595,L0020,2026-01-29,-8.7,55.8,8.63,Winter,73.6,57.6
EN000596,L0020,2026-01-30,-10.0,64.7,8.69,Winter,51.5,55.4
EN000597,L0020,2026-01-31,-8.2,56.3,8.74,Winter,50.5,61.3
EN000598,L0020,2026-02-01,-7.4,59.7,8.8,Winter,45.5,61.5
EN000599,L0020,2026-02-02,-12.3,61.9,8.85,Winter,60.6,52.2
EN000600,L0020,2026-02-03,-10.1,58.9,8.91,Winter,64.0,60.9
EN000601,L0021,2026-01-05,-2.8,70.9,8.29,Winter,61.9,54.5
EN000602,L0021,2026-01-06,-3.6,55.1,8.31,Winter,62.1,56.2
EN000603,L0021,2026-01-07,-6.3,61.8,8.34,Winter,45.4,65.9
EN000604,L0021,2026-01-08,-5.2,56.4,8.36,Winter,73.5,64.8
EN000605,L0021,2026-01-09,-3.5,61.2,8.38,Winter,66.6,46.4
EN000606,L0021,2026-01-10,-5.5,63.3,8.41,Winter,79.7,55.8
EN000607,L0021,2026-01-11,-2.0,71.8,8.44,Winter,87.5,55.1
EN000608,L0021,2026-01-12,-2.2,75.9,8.47,Winter,36.7,63.1
EN000609,L0021,2026-01-13,-4.0,65.6,8.5,Winter,54.6,53.2
EN000610,L0021,2026-01-14,-4.0,66.7,8.53,Winter,71.9,57.4
EN000611,L0021,2026-01-15,-2.1,68.4,8.56,Winter,44.4,61.7
EN000612,L0021,2026-01-16,-0.8,80.6,8.59,Winter,52.7,55.7
EN000613,L0021,2026-01-17,-0.8,69.9,8.63,Winter,50.5,56.0
EN000614,L0021,2026-01-18,-1.3,60.0,8.66,Winter,52.3,58.4
EN000615,L0021,2026-01-19,-0.4,61.4,8.7,Winter,32.2,48.4
EN000616,L0021,2026-01-20,-4.5,57.1,8.73,Winter,55.8,52.1
EN000617,L0021,2026-01-21,-3.5,60.4,8.77,Winter,51.8,64.6
EN000618,L0021,2026-01-22,-1.0,65.1,8.81,Winter,51.5,55.8
EN000619,L0021,2026-01-23,-1.6,68.5,8.85,Winter,45.3,58.2
EN000620,L0021,2026-01-24,-5.8,66.3,8.89,Winter,68.7,56.6
EN000621,L0021,2026-01-25,1.1,59.7,8.93,Winter,61.0,57.8
EN000622,L0021,2026-01-26,-2.3,64.3,8.97,Winter,59.5,62.2
EN000623,L0021,2026-01-27,0.4,65.0,9.02,Winter,69.4,54.5
EN000624,L0021,2026-01-28,-0.7,60.4,9.06,Winter,73.3,69.1
EN000625,L0021,2026-01-29,-2.3,51.8,9.11,Winter,50.3,64.2
EN000626,L0021,2026-01-30,-1.0,66.5,9.15,Winter,72.1,60.4
EN000627,L0021,2026-01-31,0.2,70.5,9.2,Winter,79.3,59.8
EN000628,L0021,2026-02-01,-0.3,63.2,9.24,Winter,49.6,66.5
EN000629,L0021,2026-02-02,-1.5,69.8,9.29,Winter,59.7,55.1
EN000630,L0021,2026-02-03,-1.8,73.6,9.34,Winter,65.8,49.4
EN000631,L0022,2026-01-05,0.9,82.7,7.63,Winter,45.0,49.0
EN000632,L0022,2026-01-06,4.7,76.1,7.66,Winter,47.0,56.1
EN000633,L0022,2026-01-07,3.2,68.7,7.69,Winter,64.1,60.7
EN000634,L0022,2026-01-08,1.7,72.9,7.72,Winter,45.6,63.2
EN000635,L0022,2026-01-09,-0.3,62.3,7.75,Winter,56.6,61.2
EN000636,L0022,2026-01-10,2.1,74.4,7.78,Winter,43.5,61.9
EN000637,L0022,2026-01-11,1.1,69.1,7.81,Winter,43.6,68.1
EN000638,L0022,2026-01-12,-2.0,75.0,7.85,Winter,24.5,57.5
EN000639,L0022,2026-01-13,0.4,59.5,7.88,Winter,53.4,56.1
EN000640,L0022,2026-01-14,-2.6,77.0,7.92,Winter,68.1,65.5
EN000641,L0022,2026-01-15,1.8,72.3,7.96,Winter,66.6,66.4
EN000642,L0022,2026-01-16,3.2,66.4,8.0,Winter,50.8,60.2
EN000643,L0022,2026-01-17,-2.1,74.8,8.04,Winter,79.8,61.2
EN000644,L0022,2026-01-18,3.8,73.1,8.08,Winter,47.0,59.9
EN000645,L0022,2026-01-19,-0.3,66.2,8.13,Winter,65.7,64.9
EN000646,L0022,2026-01-20,-0.6,77.8,8.17,Winter,46.8,59.7
EN000647,L0022,2026-01-21,2.0,78.0,8.22,Winter,49.2,65.1
EN000648,L0022,2026-01-22,1.7,75.7,8.26,Winter,36.3,68.8
EN000649,L0022,2026-01-23,2.0,76.3,8.31,Winter,25.5,53.9
EN000650,L0022,2026-01-24,3.4,73.7,8.36,Winter,21.2,63.2
EN000651,L0022,2026-01-25,0.2,80.5,8.41,Winter,46.8,59.0
EN000652,L0022,2026-01-26,3.3,66.6,8.46,Winter,34.1,57.0
EN000653,L0022,2026-01-27,2.7,64.0,8.51,Winter,24.6,62.1
EN000654,L0022,2026-01-28,0.2,69.6,8.56,Winter,22.0,54.6
EN000655,L0022,2026-01-29,1.2,77.6,8.62,Winter,37.2,66.3
EN000656,L0022,2026-01-30,0.1,67.9,8.67,Winter,69.5,59.1
EN000657,L0022,2026-01-31,0.3,71.1,8.72,Winter,66.9,65.3
EN000658,L0022,2026-02-01,-0.1,71.7,8.78,Winter,49.3,53.1
EN000659,L0022,2026-02-02,1.3,72.0,8.84,Winter,64.0,64.0
EN000660,L0022,2026-02-03,0.8,70.7,8.89,Winter,57.3,55.1
EN000661,L0023,2026-01-05,7.5,54.5,9.47,Winter,41.4,53.2
EN000662,L0023,2026-01-06,9.1,54.1,9.48,Winter,78.0,55.4
EN000663,L0023,2026-01-07,7.0,69.4,9.49,Winter,40.2,48.5
EN000664,L0023,2026-01-08,8.7,50.0,9.51,Winter,54.7,55.1
EN000665,L0023,2026-01-09,6.9,49.3,9.53,Winter,52.5,60.2
EN000666,L0023,2026-01-10,4.6,50.8,9.54,Winter,50.1,50.9
EN000667,L0023,2026-01-11,5.6,55.7,9.56,Winter,49.4,56.6
EN000668,L0023,2026-01-12,6.3,51.1,9.58,Winter,64.7,65.2
EN000669,L0023,2026-01-13,5.5,57.9,9.6,Winter,51.6,59.8
EN000670,L0023,2026-01-14,9.1,58.1,9.62,Winter,30.2,60.3
EN000671,L0023,2026-01-15,8.5,53.7,9.64,Winter,68.9,54.5
EN000672,L0023,2026-01-16,3.6,55.8,9.66,Winter,30.4,56.8
EN000673,L0023,2026-01-17,8.6,43.5,9.69,Winter,37.1,52.8
EN000674,L0023,2026-01-18,6.2,52.8,9.71,Winter,74.6,62.8
EN000675,L0023,2026-01-19,7.2,55.9,9.73,Winter,60.5,53.7
EN000676,L0023,2026-01-20,7.9,48.3,9.76,Winter,66.7,63.9
EN000677,L0023,2026-01-21,6.7,53.9,9.78,Winter,60.6,43.7
EN000678,L0023,2026-01-22,6.9,54.3,9.81,Winter,54.3,61.5
EN000679,L0023,2026-01-23,6.2,48.2,9.83,Winter,53.0,58.3
EN000680,L0023,2026-01-24,6.6,56.0,9.86,Winter,69.6,52.6
EN000681,L0023,2026-01-25,6.7,62.7,9.89,Winter,30.7,58.9
EN000682,L0023,2026-01-26,5.3,52.8,9.92,Winter,42.3,57.2
EN000683,L0023,2026-01-27,9.7,47.4,9.95,Winter,38.6,51.5
EN000684,L0023,2026-01-28,9.5,52.2,9.98,Winter,54.6,56.0
EN000685,L0023,2026-01-29,4.8,53.6,10.01,Winter,89.4,65.0
EN000686,L0023,2026-01-30,5.0,58.9,10.04,Winter,43.4,49.1
EN000687,L0023,2026-01-31,8.4,62.0,10.07,Winter,69.6,55.7
EN000688,L0023,2026-02-01,6.3,59.5,10.1,Winter,60.5,56.0
