Record_ID,Person_ID,Physical_Activity_Minutes,Daily_Steps,Exercise_Duration_Minutes,Caffeine_Intake_mg,Screen_Time_Hours,Work_Study_Hours,Stress_Level,Fatigue_Level,Nap_Occurred,Nap_Start_Time,Nap_Duration_Minutes,Is_Disruption_Day
R002231,P0075,62.1,6011,17.0,38.2,6.02,7.23,9,4,False,,0,True
R002232,P0075,71.7,6988,31.2,23.3,8.07,7.62,6,5,False,,0,False
R002233,P0075,104.8,13362,34.3,0.0,4.87,4.16,6,5,False,,0,False
R002234,P0075,45.7,5066,12.1,47.0,4.41,2.74,7,4,False,,0,False
R002235,P0075,67.3,6611,24.3,0.0,11.51,7.06,7,5,False,,0,True
R002236,P0075,72.5,8331,22.1,13.1,7.04,8.02,7,6,False,,0,False
R002237,P0075,68.7,8202,24.2,0.0,6.58,7.4,6,4,False,,0,False
R002238,P0075,48.3,5041,15.8,15.5,6.87,7.26,6,3,False,,0,False
R002239,P0075,65.6,6283,16.0,0.0,7.58,7.75,6,6,False,,0,False
R002240,P0075,84.1,8543,17.0,0.0,6.65,2.83,7,7,False,,0,False
R002241,P0075,82.6,7992,19.5,42.0,5.98,2.47,8,4,False,,0,False
R002242,P0075,75.6,8429,15.2,0.0,7.34,8.22,7,4,False,,0,False
R002243,P0075,80.5,10278,18.7,8.4,6.9,8.83,7,7,False,,0,False
R002244,P0075,88.7,12084,27.1,0.0,5.16,6.65,6,4,False,,0,False
R002245,P0075,65.1,8221,19.6,12.7,7.45,7.07,7,6,False,,0,False
R002246,P0075,56.1,6596,8.2,0.0,7.93,9.44,6,7,False,,0,False
R002247,P0075,89.9,9993,26.7,52.4,7.49,4.67,7,6,False,,0,False
R002248,P0075,68.9,7109,15.9,0.0,6.87,2.06,6,3,True,13:22,60,False
R002249,P0075,66.1,6667,23.8,0.0,5.93,6.59,7,6,True,16:22,51,False
R002250,P0075,60.1,7147,30.8,0.0,3.51,7.49,6,6,False,,0,False
R002251,P0076,24.0,3168,16.7,214.3,4.01,7.15,7,6,False,,0,False
R002252,P0076,51.6,5079,12.6,120.1,3.64,8.51,7,5,False,,0,False
R002253,P0076,25.6,2200,14.8,131.9,3.07,9.81,6,6,False,,0,False
R002254,P0076,45.6,6507,22.4,132.1,4.33,7.8,7,5,False,,0,False
R002255,P0076,17.7,1190,10.9,183.0,3.81,8.07,7,4,False,,0,False
R002256,P0076,23.9,2243,13.2,70.9,3.02,3.86,6,4,False,,0,False
R002257,P0076,0.0,0,0.0,177.0,1.32,2.16,6,1,False,,0,False
R002258,P0076,16.8,2271,0.5,132.6,3.46,7.8,7,5,False,,0,False
R002259,P0076,11.8,1899,7.3,93.8,3.77,7.35,7,5,False,,0,False
R002260,P0076,18.3,269,3.0,167.1,5.34,7.23,6,7,False,,0,False
R002261,P0076,0.0,1430,0.0,138.5,3.42,7.69,10,8,False,,0,True
R002262,P0076,13.0,960,1.6,207.6,2.0,6.84,7,7,False,,0,False
R002263,P0076,17.4,1402,13.7,235.7,3.48,3.05,6,5,False,,0,False
R002264,P0076,32.0,3349,11.7,197.2,4.29,2.12,7,4,False,,0,False
R002265,P0076,28.5,2981,20.5,175.5,3.6,6.28,5,3,False,,0,False
R002266,P0076,0.0,1062,0.0,195.8,5.72,6.93,6,4,False,,0,False
R002267,P0076,31.3,3494,4.8,141.5,4.44,6.77,7,5,True,17:39,51,False
R002268,P0076,38.3,2006,9.6,183.4,4.15,6.93,9,7,False,,0,False
R002269,P0076,22.7,3110,17.2,169.5,3.14,6.96,7,5,False,,0,False
R002270,P0076,31.6,3312,4.1,258.3,1.94,2.21,7,6,False,,0,False
R002271,P0076,1.8,592,11.9,182.3,4.59,2.07,8,6,False,,0,False
R002272,P0076,37.7,4832,17.5,210.6,4.69,7.12,8,7,False,,0,False
R002273,P0076,3.0,0,12.2,142.7,2.88,6.5,8,5,False,,0,False
R002274,P0076,0.0,0,0.0,116.5,2.9,6.67,8,5,True,13:19,80,False
R002275,P0076,8.1,2662,0.0,89.4,2.94,6.69,6,3,False,,0,False
R002276,P0076,11.7,2112,16.3,164.0,3.15,7.7,8,6,False,,0,False
R002277,P0076,30.9,3411,4.5,167.1,2.17,3.68,6,7,True,17:02,45,False
R002278,P0076,28.2,4864,10.2,113.9,4.67,0.24,6,6,False,,0,False
R002279,P0076,35.3,3920,0.0,403.1,5.08,8.22,8,5,False,,0,True
R002280,P0076,0.0,0,1.2,264.0,1.33,8.31,7,6,True,15:02,73,False
R002281,P0077,66.1,7293,17.3,156.1,6.23,4.86,4,2,False,,0,True
R002282,P0077,71.3,8801,30.1,158.7,6.52,5.3,2,5,True,13:31,10,False
R002283,P0077,6.7,1359,3.6,142.2,5.98,6.09,4,5,False,,0,False
R002284,P0077,94.6,9539,24.7,174.1,5.87,7.39,6,5,False,,0,False
R002285,P0077,53.2,5913,21.4,154.3,6.3,8.26,4,6,False,,0,False
R002286,P0077,55.8,6109,12.1,152.0,6.81,2.42,4,4,False,,0,False
R002287,P0077,28.9,3910,12.5,202.7,6.49,1.69,5,6,False,,0,False
R002288,P0077,78.5,8516,26.4,163.2,7.06,6.43,5,3,True,16:01,36,False
R002289,P0077,51.9,6546,19.5,89.7,4.26,8.05,6,2,False,,0,False
R002290,P0077,90.6,12019,25.2,118.0,5.59,10.08,4,4,False,,0,False
R002291,P0077,45.2,5062,22.5,219.6,5.23,5.14,5,2,False,,0,False
R002292,P0077,61.5,6407,22.9,259.9,7.3,3.93,6,4,False,,0,False
R002293,P0077,61.2,7020,17.4,197.6,9.81,2.17,4,4,False,,0,True
R002294,P0077,79.6,8200,35.6,221.0,7.44,2.74,5,7,False,,0,False
R002295,P0077,48.0,4625,14.8,181.0,6.99,5.98,6,3,False,,0,False
R002296,P0077,66.2,6854,11.4,159.2,6.6,6.65,4,3,False,,0,False
R002297,P0077,61.7,8182,24.5,229.7,6.56,7.59,7,4,False,,0,True
R002298,P0077,65.5,7538,32.5,40.9,6.25,6.06,4,6,False,,0,False
R002299,P0077,67.2,8086,17.0,177.7,4.39,5.34,3,5,False,,0,False
R002300,P0077,54.9,5751,19.6,143.8,5.17,3.76,4,5,False,,0,False
R002301,P0077,43.7,5405,15.4,285.7,4.94,1.9,4,4,False,,0,False
R002302,P0077,86.8,6706,16.8,184.4,4.81,7.44,3,4,False,,0,False
R002303,P0077,47.7,3552,19.5,172.1,5.9,5.52,5,6,False,,0,False
R002304,P0077,55.5,8151,11.2,133.9,8.33,6.03,4,5,False,,0,False
R002305,P0077,60.1,6125,7.3,238.8,5.97,5.68,6,6,False,,0,False
R002306,P0077,84.8,9597,26.7,130.6,6.06,7.5,3,4,False,,0,False
R002307,P0077,13.3,2244,4.0,126.6,3.97,3.37,6,3,False,,0,True
R002308,P0077,42.3,5787,10.3,152.7,9.66,2.03,7,4,False,,0,False
R002309,P0077,53.9,3455,15.5,159.8,5.29,7.66,5,4,False,,0,False
R002310,P0077,53.4,6412,13.1,156.7,7.7,6.29,4,3,True,13:37,17,True
R002311,P0078,92.1,11538,18.5,232.2,3.5,7.9,7,5,False,,0,False
R002312,P0078,84.5,8663,15.3,154.9,1.67,6.55,4,4,False,,0,False
R002313,P0078,97.9,9837,43.1,144.7,3.85,6.52,7,4,False,,0,True
R002314,P0078,100.9,13533,41.0,183.4,2.67,7.91,5,5,False,,0,False
R002315,P0078,71.7,8747,20.7,208.5,3.28,10.82,10,6,False,,0,True
R002316,P0078,64.8,5683,21.3,172.8,2.87,1.64,10,7,False,,0,True
R002317,P0078,66.2,7450,27.1,134.3,2.37,1.55,5,7,False,,0,False
R002318,P0078,101.3,11484,26.7,162.8,2.77,7.38,6,6,False,,0,False
R002319,P0078,53.3,6016,18.2,396.4,1.22,6.92,7,5,False,,0,True
R002320,P0078,85.3,10059,26.1,165.6,5.29,8.39,4,6,False,,0,False
R002321,P0078,59.0,6495,19.5,100.1,4.65,6.13,8,2,False,,0,False
R002322,P0078,72.2,8295,20.4,104.2,3.77,8.63,4,4,False,,0,False
R002323,P0078,58.0,7912,14.2,193.3,3.27,2.84,4,4,False,,0,False
R002324,P0078,90.8,9488,25.8,170.3,4.51,3.25,6,5,True,16:07,90,True
R002325,P0078,98.9,9145,43.2,200.1,3.19,7.71,8,6,False,,0,True
R002326,P0078,74.0,8421,26.4,105.7,5.5,7.4,4,4,False,,0,False
R002327,P0078,71.1,5796,38.1,111.6,5.83,7.56,5,4,True,13:51,47,False
R002328,P0078,49.9,4590,17.3,159.6,4.38,8.11,6,7,False,,0,False
R002329,P0078,101.3,12807,22.5,181.0,3.25,5.45,6,4,True,17:10,16,False
R002330,P0078,92.0,10054,16.1,205.0,4.32,3.55,7,5,False,,0,False
R002331,P0078,59.4,7251,10.0,180.6,3.63,3.3,5,4,False,,0,False
R002332,P0078,89.0,8494,40.9,165.8,1.94,7.67,7,6,False,,0,False
R002333,P0078,66.6,8037,28.5,175.9,2.72,5.27,7,6,False,,0,False
R002334,P0078,76.3,7805,27.1,102.4,2.12,8.36,6,4,False,,0,False
R002335,P0078,101.6,10869,22.6,132.2,3.23,7.13,10,5,False,,0,True
R002336,P0078,61.4,7246,19.8,103.1,3.95,9.49,9,6,False,,0,True
R002337,P0078,122.6,15008,30.3,172.4,2.72,2.0,5,3,True,14:57,55,True
R002338,P0078,80.4,8475,20.8,184.7,4.37,2.76,6,5,False,,0,False
R002339,P0078,103.1,12147,18.3,69.0,2.12,7.42,4,6,False,,0,False
R002340,P0078,46.0,6695,14.9,139.2,2.47,6.57,6,4,False,,0,False
R002341,P0079,30.2,3191,5.0,12.1,6.63,7.16,5,6,False,,0,False
R002342,P0079,33.8,3314,20.4,29.3,6.93,8.1,5,6,False,,0,False
R002343,P0079,79.6,8877,29.0,0.0,8.23,6.38,5,4,False,,0,True
R002344,P0079,75.8,8226,24.8,42.1,7.23,8.38,5,5,True,15:31,31,False
R002345,P0079,48.0,6054,6.8,0.0,6.95,7.35,8,5,False,,0,True
R002346,P0079,46.2,4776,16.9,0.0,8.6,2.71,4,6,False,,0,False
R002347,P0079,47.5,4809,12.8,84.1,7.14,3.18,4,3,False,,0,False
R002348,P0079,52.6,6233,15.9,0.0,7.0,7.76,3,4,False,,0,False
R002349,P0079,54.7,6150,14.9,68.3,8.98,6.12,3,3,False,,0,False
R002350,P0079,55.3,3628,2.7,0.0,6.93,8.78,6,4,False,,0,False
R002351,P0079,77.9,8986,14.1,45.0,6.98,7.94,5,6,False,,0,False
R002352,P0079,32.9,5782,14.0,39.3,8.3,7.57,5,3,True,14:15,68,False
R002353,P0079,37.5,5408,9.2,44.4,6.77,2.51,6,4,False,,0,False
R002354,P0079,59.5,6155,23.6,65.3,8.58,2.39,4,4,False,,0,False
R002355,P0079,69.0,9170,24.8,27.5,8.26,9.34,6,5,False,,0,False
R002356,P0079,35.8,4755,7.6,46.2,8.15,8.43,6,6,False,,0,False
R002357,P0079,49.6,6559,19.5,0.0,7.15,7.0,3,3,False,,0,False
R002358,P0079,77.0,10047,36.4,27.3,9.29,8.16,4,3,False,,0,False
R002359,P0079,62.7,5509,27.2,0.0,8.14,7.59,4,6,False,,0,False
R002360,P0079,59.5,7236,10.6,142.9,8.78,3.32,4,5,False,,0,False
R002361,P0079,34.5,4047,14.2,9.6,7.16,2.9,5,4,False,,0,False
R002362,P0079,80.7,8757,27.8,0.0,7.21,8.83,3,4,False,,0,False
R002363,P0079,65.9,7379,23.7,0.0,7.15,8.49,5,4,False,,0,False
R002364,P0079,64.9,7625,2.9,90.2,7.65,8.17,3,3,False,,0,False
R002365,P0079,48.8,5302,16.6,0.0,7.51,9.44,6,6,False,,0,False
R002366,P0079,37.4,3120,17.3,83.7,8.34,7.69,4,5,False,,0,False
R002367,P0079,94.1,11691,20.8,0.0,7.76,4.12,4,5,False,,0,False
R002368,P0079,97.7,11122,25.9,10.4,7.41,2.75,5,6,False,,0,False
R002369,P0079,37.6,2256,0.0,7.3,7.81,7.57,6,4,False,,0,False
R002370,P0079,39.4,4596,9.7,7.1,8.38,8.19,2,4,False,,0,False
R002371,P0080,70.3,8457,20.2,224.1,4.97,5.69,7,5,False,,0,False
R002372,P0080,58.8,4790,23.0,207.4,4.06,7.36,8,8,False,,0,False
R002373,P0080,74.1,8546,13.5,290.7,2.49,7.72,9,8,False,,0,False
R002374,P0080,75.3,8074,23.8,220.0,2.83,5.39,8,7,False,,0,False
R002375,P0080,35.9,4038,12.5,201.2,2.85,6.22,9,5,False,,0,False
R002376,P0080,72.7,9225,6.2,215.3,3.14,2.22,8,5,False,,0,False
R002377,P0080,46.9,5366,3.2,120.2,4.94,1.67,8,5,False,,0,False
R002378,P0080,68.6,6768,9.9,270.8,2.44,6.28,7,5,False,,0,False
R002379,P0080,51.5,5306,9.2,233.9,3.67,5.69,8,5,False,,0,False
R002380,P0080,48.4,5008,16.1,145.2,4.4,8.87,6,2,False,,0,False
R002381,P0080,33.3,3644,10.5,238.0,5.66,5.79,6,4,False,,0,True
R002382,P0080,43.5,3898,15.8,267.7,4.13,6.25,6,3,False,,0,False
R002383,P0080,50.8,4917,23.5,334.0,3.76,2.92,8,4,False,,0,False
R002384,P0080,48.3,6308,9.8,324.1,4.0,3.25,8,6,False,,0,False
R002385,P0080,59.4,5534,10.9,157.2,3.61,6.43,6,7,False,,0,False
R002386,P0080,48.3,6669,1.6,233.1,3.78,4.44,8,8,False,,0,False
R002387,P0080,62.7,7858,11.9,269.7,4.51,8.1,8,6,False,,0,False
R002388,P0080,41.7,3525,13.5,250.9,3.5,6.66,8,5,False,,0,False
R002389,P0080,87.4,10602,15.6,281.7,1.49,7.41,6,5,True,14:43,33,False
R002390,P0080,75.0,5595,17.6,178.0,2.8,1.61,7,7,False,,0,False
R002391,P0080,45.7,4995,12.7,296.2,4.34,3.19,9,5,False,,0,False
R002392,P0080,49.2,4841,3.5,178.7,2.48,7.67,8,6,False,,0,False
R002393,P0080,42.2,4788,13.7,240.9,2.43,5.99,6,8,False,,0,False
R002394,P0080,36.8,3597,9.0,199.4,2.78,6.65,7,6,False,,0,False
R002395,P0080,62.4,7328,12.5,200.5,5.69,7.81,8,5,False,,0,False
R002396,P0080,45.4,5172,13.8,217.5,4.03,5.0,7,5,False,,0,False
R002397,P0080,27.8,2031,11.2,246.5,4.87,2.61,10,6,False,,0,False
R002398,P0080,53.4,5655,16.7,192.4,4.04,1.49,8,6,False,,0,True
R002399,P0080,65.4,7839,14.2,188.4,4.14,7.2,8,6,False,,0,False
R002400,P0080,33.1,3439,2.8,271.9,3.43,6.22,7,5,False,,0,False
R002401,P0081,0.0,0,0.1,51.3,8.07,7.0,8,6,False,,0,False
R002402,P0081,7.0,254,9.4,107.7,7.18,7.82,7,7,False,,0,False
R002403,P0081,8.2,1677,8.2,206.3,8.2,7.33,8,6,False,,0,False
R002404,P0081,13.4,1257,8.1,104.1,7.03,8.26,7,6,False,,0,False
R002405,P0081,0.0,0,0.0,114.0,8.18,7.74,9,5,True,15:34,21,False
R002406,P0081,27.3,3214,10.2,194.0,8.72,3.75,9,6,False,,0,False
R002407,P0081,36.8,4396,20.9,162.2,8.49,2.76,9,5,False,,0,False
R002408,P0081,0.8,837,0.0,203.9,6.54,7.35,8,5,False,,0,False
R002409,P0081,13.6,1971,0.0,87.3,8.69,7.86,6,3,True,13:21,50,False
R002410,P0081,18.5,2526,13.8,130.7,7.15,9.31,8,4,False,,0,False
R002411,P0081,4.0,303,3.7,17.7,7.68,9.32,7,7,False,,0,False
R002412,P0081,26.9,1960,5.1,130.2,10.33,7.65,5,3,False,,0,True
R002413,P0081,23.8,3253,7.4,116.1,7.84,0.11,7,5,False,,0,False
R002414,P0081,0.0,67,0.0,112.8,6.97,1.34,6,3,False,,0,False
R002415,P0081,1.7,394,1.4,85.5,8.08,7.13,8,3,True,16:07,52,False
R002416,P0081,15.8,1104,0.0,62.2,7.84,9.28,8,7,False,,0,False
R002417,P0081,0.0,699,8.4,104.1,7.86,8.28,7,5,False,,0,False
R002418,P0081,0.0,890,0.0,79.6,10.0,9.99,10,6,False,,0,False
R002419,P0081,29.2,2784,17.7,86.4,6.94,7.55,6,3,False,,0,False
R002420,P0081,0.0,543,0.0,135.8,5.91,2.85,7,6,True,15:23,14,False
R002421,P0081,0.0,0,0.0,104.5,8.65,3.53,8,5,False,,0,False
R002422,P0081,0.0,0,0.0,64.7,7.29,7.16,10,5,False,,0,False
R002423,P0081,0.0,0,0.2,94.1,8.6,6.86,10,5,False,,0,False
R002424,P0081,40.6,5579,19.7,51.4,9.34,8.08,10,5,False,,0,True
R002425,P0081,2.8,889,0.0,217.3,8.13,7.38,7,7,True,14:25,31,False
R002426,P0081,12.5,1293,4.2,45.5,7.48,7.95,7,4,False,,0,False
R002427,P0081,13.4,1543,9.4,123.3,8.81,2.85,9,5,False,,0,False
R002428,P0081,0.0,402,0.0,46.9,8.9,2.14,10,6,False,,0,False
R002429,P0081,0.0,451,1.3,64.9,9.04,7.19,9,6,False,,0,False
R002430,P0081,6.7,0,5.0,127.9,6.5,8.47,8,6,False,,0,True
R002431,P0082,4.9,2051,2.5,156.8,2.88,9.38,5,2,False,,0,False
R002432,P0082,23.0,1781,11.7,178.0,4.82,9.28,4,4,True,14:03,38,False
R002433,P0082,49.8,6957,16.2,131.3,3.18,7.84,4,4,False,,0,False
R002434,P0082,39.2,3721,2.0,143.2,3.42,9.32,5,5,False,,0,False
R002435,P0082,9.3,1517,11.1,166.2,3.26,7.17,4,3,False,,0,False
R002436,P0082,7.4,262,2.6,185.4,3.99,2.47,7,4,False,,0,False
R002437,P0082,0.0,0,0.7,265.6,6.45,5.11,3,3,True,15:12,38,True
R002438,P0082,67.3,8203,19.9,205.3,3.03,11.46,4,4,False,,0,False
R002439,P0082,7.7,1091,12.0,176.9,4.79,9.34,4,3,False,,0,False
R002440,P0082,7.6,386,0.0,138.1,4.17,10.02,5,5,False,,0,False
R002441,P0082,0.0,522,7.2,154.5,2.51,8.05,6,6,False,,0,False
R002442,P0082,31.7,3478,11.5,203.0,2.98,8.98,3,4,False,,0,False
R002443,P0082,14.1,1335,13.1,182.2,4.11,3.66,4,5,True,17:36,91,True
R002444,P0082,34.4,3742,11.1,148.7,3.76,1.81,5,4,False,,0,False
R002445,P0082,24.0,5356,6.1,214.6,4.24,9.4,4,6,False,,0,False
R002446,P0082,40.8,1647,17.2,75.7,3.6,8.85,4,3,False,,0,False
R002447,P0082,15.1,2390,2.5,201.9,2.78,9.59,4,4,False,,0,False
R002448,P0082,13.4,681,2.5,184.2,2.57,8.08,4,6,False,,0,False
R002449,P0082,31.2,3386,12.0,139.8,4.46,8.14,4,3,False,,0,False
R002450,P0082,0.0,158,0.0,148.4,1.36,3.14,4,5,False,,0,False
R002451,P0082,11.5,1549,8.5,203.5,3.27,4.46,5,4,False,,0,False
R002452,P0082,0.0,1581,0.0,172.2,3.63,9.49,4,5,True,17:35,76,True
R002453,P0082,31.2,3394,21.9,200.5,3.68,8.0,5,5,False,,0,False
R002454,P0082,31.3,1710,21.4,161.6,3.33,8.63,4,5,False,,0,False
R002455,P0082,0.0,1520,0.0,119.7,2.55,9.98,3,4,True,14:24,80,False
R002456,P0082,27.3,2347,1.4,233.7,0.0,8.32,4,4,False,,0,False
R002457,P0082,7.2,721,0.0,151.3,3.29,2.1,4,5,False,,0,False
R002458,P0082,25.0,2526,10.9,135.2,2.75,2.27,4,5,False,,0,False
R002459,P0082,0.0,0,5.4,119.6,2.12,9.54,4,4,False,,0,False
R002460,P0082,38.0,3130,8.0,213.3,0.37,7.07,5,2,False,,0,False
R002461,P0083,0.0,1063,0.0,17.1,5.21,8.59,5,5,False,,0,False
R002462,P0083,0.0,755,3.1,60.6,3.14,6.11,7,6,True,14:38,66,False
R002463,P0083,7.3,0,2.7,0.0,5.73,6.51,8,5,False,,0,False
R002464,P0083,17.2,1020,0.4,104.8,4.51,6.29,6,2,False,,0,False
R002465,P0083,35.8,2167,13.3,3.6,7.55,5.91,6,5,False,,0,False
R002466,P0083,0.0,631,1.0,0.0,6.35,1.52,8,3,True,16:16,39,False
R002467,P0083,0.0,0,4.6,5.1,6.2,2.44,6,6,True,15:16,56,True
R002468,P0083,0.0,80,7.0,110.0,5.4,9.76,7,7,False,,0,False
R002469,P0083,11.4,1549,7.3,60.9,5.62,7.16,8,4,False,,0,False
R002470,P0083,25.9,4023,18.3,34.8,6.6,6.44,7,5,False,,0,False
R002471,P0083,13.1,2187,3.3,0.8,5.08,7.91,6,5,False,,0,False
R002472,P0083,0.7,0,0.0,11.2,5.97,6.08,7,5,False,,0,False
R002473,P0083,0.0,53,0.0,17.2,5.77,2.96,5,6,False,,0,False
R002474,P0083,26.4,2944,11.5,57.3,4.73,2.0,6,4,False,,0,False
R002475,P0083,0.0,0,4.8,24.1,3.58,7.94,7,6,False,,0,False
R002476,P0083,12.1,1219,5.6,0.0,6.43,6.78,6,6,True,13:48,13,False
R002477,P0083,10.4,0,7.1,21.9,5.78,8.24,6,7,False,,0,False
R002478,P0083,0.0,945,0.0,62.8,2.52,8.86,7,6,False,,0,False
R002479,P0083,0.0,0,0.0,0.0,6.17,6.73,5,6,False,,0,False
R002480,P0083,0.0,1060,4.6,0.0,5.33,2.62,5,4,False,,0,False
R002481,P0083,0.0,0,2.9,0.0,5.3,2.42,6,5,False,,0,False
R002482,P0083,0.0,352,5.6,0.0,6.9,7.47,7,6,False,,0,False
R002483,P0083,30.3,2864,12.4,38.6,5.23,7.88,6,6,False,,0,False
R002484,P0083,22.2,2863,8.9,68.3,5.16,7.79,5,7,False,,0,False
R002485,P0083,23.4,242,0.0,30.2,5.45,9.0,7,5,False,,0,False
R002486,P0083,13.7,2563,16.1,0.0,6.08,8.74,6,6,False,,0,False
R002487,P0083,9.2,384,5.5,43.8,6.34,1.21,4,6,True,17:07,85,False
R002488,P0083,0.0,64,2.0,58.7,5.57,3.11,6,6,False,,0,False
R002489,P0083,0.0,0,3.6,6.2,6.14,8.61,9,6,False,,0,False
R002490,P0083,12.9,1968,4.7,0.0,3.83,6.78,5,6,False,,0,False
R002491,P0084,82.2,8916,27.9,221.3,2.06,12.11,5,5,False,,0,False
R002492,P0084,54.0,5255,25.2,313.5,3.13,10.26,6,5,False,,0,False
R002493,P0084,108.4,14354,27.8,340.1,0.99,10.12,7,7,False,,0,False
R002494,P0084,64.7,8144,21.8,236.2,2.8,10.82,7,4,True,14:26,28,False
R002495,P0084,77.0,9753,25.0,157.3,4.12,9.92,6,3,False,,0,False
R002496,P0084,63.2,6108,29.4,225.4,2.4,2.57,6,4,False,,0,False
R002497,P0084,45.2,5602,1.8,255.5,3.47,3.58,10,6,False,,0,False
R002498,P0084,50.0,6157,5.2,123.9,3.96,9.39,6,7,False,,0,False
R002499,P0084,59.8,5615,7.6,201.9,2.78,9.8,10,7,False,,0,True
R002500,P0084,55.2,5540,19.4,175.5,3.9,11.12,4,4,False,,0,False
R002501,P0084,52.0,5556,11.7,205.1,2.51,10.6,5,2,False,,0,False
R002502,P0084,45.3,5574,15.4,225.3,3.89,9.49,6,5,False,,0,False
R002503,P0084,31.5,2863,23.7,233.3,3.55,4.6,7,4,False,,0,False
R002504,P0084,34.1,2947,0.8,182.0,3.9,3.47,5,5,False,,0,False
R002505,P0084,36.1,3964,10.6,219.5,3.22,9.73,7,7,False,,0,False
R002506,P0084,18.0,941,8.2,320.4,3.35,10.29,7,8,False,,0,False
R002507,P0084,70.6,8784,22.3,188.9,1.44,11.5,6,4,False,,0,False
R002508,P0084,55.6,5466,27.8,188.1,2.38,9.3,9,4,False,,0,False
R002509,P0084,22.9,3833,4.7,226.6,1.9,11.43,6,4,False,,0,False
R002510,P0084,65.6,9179,7.5,191.9,3.38,3.73,5,5,False,,0,False
R002511,P0084,42.8,5387,12.9,173.1,3.58,2.69,8,6,False,,0,False
R002512,P0084,32.5,4125,9.1,242.9,5.07,7.46,7,3,False,,0,False
R002513,P0084,59.6,6967,18.7,343.2,3.33,11.03,6,4,False,,0,False
R002514,P0084,16.2,1552,6.2,192.7,1.39,10.2,5,4,False,,0,False
R002515,P0084,60.5,6167,29.8,210.2,3.49,11.1,7,4,True,13:54,10,False
R002516,P0084,59.7,7677,13.7,194.8,3.23,10.88,7,6,True,16:46,58,False
R002517,P0084,68.7,8240,23.1,198.8,3.26,2.53,7,6,False,,0,False
R002518,P0084,65.9,7640,7.8,202.4,2.4,4.5,7,7,False,,0,False
R002519,P0084,58.0,6964,28.1,183.1,2.56,9.4,6,3,False,,0,False
R002520,P0084,66.1,8877,19.6,227.5,4.67,10.63,4,6,False,,0,False
R002521,P0085,26.1,2009,9.0,216.5,2.8,9.28,5,7,False,,0,True
R002522,P0085,13.6,3023,2.4,40.4,3.61,7.96,8,5,False,,0,False
R002523,P0085,3.3,32,0.0,4.2,3.67,8.34,5,5,True,19:20,55,True
R002524,P0085,41.2,4067,0.0,0.0,3.09,7.16,7,8,True,20:05,81,False
R002525,P0085,30.1,3349,10.6,0.0,3.36,6.75,6,5,False,,0,False
R002526,P0085,65.6,8413,18.6,49.5,3.85,3.11,7,4,False,,0,False
R002527,P0085,37.1,5015,13.5,0.0,4.12,5.02,5,4,False,,0,False
R002528,P0085,40.0,4770,8.5,29.1,3.38,7.23,5,6,False,,0,False
R002529,P0085,34.3,2009,7.0,33.2,2.72,7.9,5,5,False,,0,False
R002530,P0085,60.9,7922,3.4,0.0,2.92,8.71,5,3,False,,0,False
R002531,P0085,63.0,5875,23.8,21.7,3.24,6.31,5,4,True,21:22,42,False
R002532,P0085,36.1,4872,18.9,39.9,4.04,7.75,6,2,True,19:00,71,False
R002533,P0085,54.1,7770,27.0,45.9,2.11,1.77,7,7,True,19:22,24,False
R002534,P0085,0.0,0,2.0,0.0,5.03,4.55,5,5,True,20:44,49,False
R002535,P0085,22.4,3300,2.6,0.0,3.25,8.59,6,6,True,21:43,76,False
R002536,P0085,82.9,8851,31.7,0.0,4.6,8.1,6,4,True,20:49,62,False
R002537,P0085,67.1,6901,10.3,94.5,3.17,7.37,4,2,True,20:51,96,False
R002538,P0085,26.4,3877,5.1,0.0,3.44,7.36,5,5,False,,0,False
R002539,P0085,18.4,409,0.0,34.7,2.61,8.42,6,4,True,20:12,11,False
R002540,P0085,53.6,4609,17.0,0.0,3.2,4.22,6,6,False,,0,False
R002541,P0085,32.0,3105,4.2,80.2,4.59,3.82,7,6,True,20:56,55,False
R002542,P0085,61.5,7419,25.8,0.0,3.1,9.13,5,5,False,,0,False
R002543,P0085,60.2,7579,14.0,0.0,4.31,5.08,6,6,False,,0,False
R002544,P0085,33.4,3646,8.0,0.0,4.49,8.06,5,6,False,,0,False
R002545,P0085,43.9,4941,7.2,0.0,3.85,8.24,7,5,False,,0,False
R002546,P0085,62.4,6715,16.3,21.8,2.54,8.25,6,5,True,21:30,13,False
R002547,P0085,63.8,7972,15.0,0.0,3.45,2.18,7,3,False,,0,False
R002548,P0085,52.4,6217,7.2,11.8,4.73,2.19,7,5,False,,0,True
R002549,P0085,44.0,3537,3.5,0.0,2.77,8.03,7,6,True,20:04,54,False
R002550,P0085,46.0,4999,0.9,0.0,4.73,5.56,4,6,True,21:57,53,False
R002551,P0086,41.4,3490,19.0,310.7,2.02,7.49,2,4,False,,0,False
R002552,P0086,53.9,5479,22.4,210.7,1.47,7.89,3,5,False,,0,False
R002553,P0086,54.8,6483,15.6,222.1,2.64,7.99,3,5,False,,0,False
R002554,P0086,48.8,5821,18.8,247.8,2.95,9.0,5,4,False,,0,False
R002555,P0086,68.9,8080,9.4,220.5,2.21,8.43,4,4,False,,0,False
R002556,P0086,41.7,3934,13.9,175.0,2.28,4.21,5,4,False,,0,False
R002557,P0086,49.4,5705,15.2,270.3,3.76,2.5,3,4,True,16:33,102,False
